"2022-12-19","AED","USD",0.2721977,"false"
"2022-12-20","AED","USD",0.2721829,"false"
"2022-12-21","AED","USD",0.2721829,"false"
"2022-12-22","AED","USD",0.2721829,"false"
"2022-12-23","AED","USD",0.2722496,"false"
"2022-12-25","AED","USD",0.27226,"false"
"2022-12-26","AED","USD",0.2722496,"false"
"2022-12-27","AED","USD",0.2721829,"false"
"2022-12-28","AED","USD",0.2721977,"false"
"2022-12-29","AED","USD",0.2722718,"false"
"2022-12-30","AED","USD",0.2722718,"false"
"2023-01-01","AED","USD",0.2722414,"false"
"2023-01-02","AED","USD",0.2722051,"false"
"2023-01-03","AED","USD",0.2721829,"false"
"2023-01-04","AED","USD",0.2721829,"false"
"2023-01-05","AED","USD",0.2721829,"false"
"2023-01-06","AED","USD",0.2721977,"false"
"2023-01-08","AED","USD",0.2722414,"false"
"2023-01-09","AED","USD",0.2721829,"false"
"2023-01-10","AED","USD",0.2721903,"false"
"2023-01-11","AED","USD",0.2721829,"false"
"2023-01-12","AED","USD",0.2721829,"false"
"2023-01-13","AED","USD",0.2722259,"false"
"2023-01-15","AED","USD",0.2722259,"false"
"2023-01-16","AED","USD",0.2721755,"false"
"2023-01-17","AED","USD",0.2722496,"false"
"2023-01-18","AED","USD",0.2721755,"false"
"2023-01-19","AED","USD",0.2721755,"false"
"2023-01-22","AED","USD",0.2722222,"false"
"2023-01-23","AED","USD",0.2721755,"false"
"2023-01-25","AED","USD",0.2721755,"false"
"2023-01-26","AED","USD",0.2721755,"false"
"2023-01-27","AED","USD",0.2721903,"false"
"2023-01-30","AED","USD",0.2721755,"false"
"2023-01-31","AED","USD",0.2721755,"false"
"2023-02-01","AED","USD",0.2721755,"false"
"2023-02-02","AED","USD",0.2721755,"false"
"2023-02-03","AED","USD",0.2721755,"false"
"2023-02-05","AED","USD",0.2722251,"false"
"2023-02-06","AED","USD",0.2721755,"false"
"2023-02-07","AED","USD",0.2721755,"false"
"2023-02-08","AED","USD",0.2722496,"false"
"2023-02-09","AED","USD",0.2721755,"false"
"2023-02-10","AED","USD",0.2721829,"false"
"2023-02-13","AED","USD",0.2721755,"false"
"2023-02-14","AED","USD",0.2722496,"false"
"2023-02-15","AED","USD",0.2721755,"false"
"2023-02-16","AED","USD",0.2722496,"false"
"2023-02-17","AED","USD",0.2721829,"false"
"2023-02-19","AED","USD",0.2721829,"false"
"2023-02-20","AED","USD",0.2721755,"false"
"2023-02-21","AED","USD",0.2721755,"false"
"2023-02-22","AED","USD",0.2721755,"false"
"2023-02-23","AED","USD",0.2721755,"false"
"2023-02-24","AED","USD",0.2722496,"false"
"2023-02-25","AED","USD",0.2721755,"false"
"2023-02-26","AED","USD",0.272234,"false"
"2023-02-27","AED","USD",0.2721755,"false"
"2023-02-28","AED","USD",0.2721755,"false"
"2023-03-01","AED","USD",0.2721755,"false"
"2023-03-02","AED","USD",0.2721755,"false"
"2023-03-03","AED","USD",0.2721755,"false"
"2023-03-05","AED","USD",0.2722363,"false"
"2023-03-06","AED","USD",0.2721755,"false"
"2023-03-07","AED","USD",0.2721755,"false"
"2023-03-08","AED","USD",0.2721755,"false"
"2023-03-09","AED","USD",0.2721755,"false"
"2023-03-10","AED","USD",0.2722474,"false"
"2023-03-11","AED","USD",0.2722051,"false"
"2023-03-12","AED","USD",0.2722474,"false"
"2023-03-13","AED","USD",0.2721829,"false"
"2023-03-14","AED","USD",0.2721829,"false"
"2023-03-15","AED","USD",0.2721829,"false"
"2023-03-16","AED","USD",0.2721977,"false"
"2023-03-17","AED","USD",0.2722377,"false"
"2023-03-18","AED","USD",0.2721903,"false"
"2023-03-19","AED","USD",0.2722377,"false"
"2023-03-20","AED","USD",0.2721977,"false"
"2023-03-21","AED","USD",0.2721829,"false"
"2023-03-22","AED","USD",0.2722051,"false"
"2023-03-23","AED","USD",0.27222,"false"
"2023-03-24","AED","USD",0.2722578,"false"
"2023-03-25","AED","USD",0.2722792,"false"
"2023-03-26","AED","USD",0.2722578,"false"
"2023-03-27","AED","USD",0.2722125,"false"
"2023-03-28","AED","USD",0.2721903,"false"
"2023-03-29","AED","USD",0.2722125,"false"
"2023-03-30","AED","USD",0.2721903,"false"
"2023-03-31","AED","USD",0.2722051,"false"
"2023-04-02","AED","USD",0.2722407,"false"
"2023-04-03","AED","USD",0.2722051,"false"
"2023-04-04","AED","USD",0.2721755,"false"
"2023-04-05","AED","USD",0.2721903,"false"
"2023-04-06","AED","USD",0.2722125,"false"
"2023-04-07","AED","USD",0.2722444,"false"
"2023-04-08","AED","USD",0.2722125,"false"
"2023-04-09","AED","USD",0.2722444,"false"
"2023-04-10","AED","USD",0.2722792,"false"
"2023-04-11","AED","USD",0.2722051,"false"
"2023-04-12","AED","USD",0.27222,"false"
"2023-04-13","AED","USD",0.27222,"false"
"2023-04-14","AED","USD",0.2722348,"false"
"2023-04-16","AED","USD",0.2722711,"false"
"2023-04-17","AED","USD",0.2722348,"false"
"2023-04-18","AED","USD",0.2722274,"false"
"2023-04-19","AED","USD",0.2722274,"false"
"2023-04-20","AED","USD",0.2722348,"false"
"2023-04-21","AED","USD",0.2722644,"false"
"2023-04-22","AED","USD",0.2723015,"false"
"2023-04-23","AED","USD",0.2722644,"false"
"2023-04-24","AED","USD",0.2722348,"false"
"2023-04-25","AED","USD",0.2722274,"false"
"2023-04-26","AED","USD",0.2722348,"false"
"2023-04-27","AED","USD",0.2722274,"false"
"2023-04-28","AED","USD",0.2722348,"false"
"2023-04-30","AED","USD",0.2722852,"false"
"2023-05-01","AED","USD",0.272254,"false"
"2023-05-02","AED","USD",0.2722274,"false"
"2023-05-03","AED","USD",0.2722348,"false"
"2023-05-04","AED","USD",0.2722274,"false"
"2023-05-05","AED","USD",0.2722807,"false"
"2023-05-07","AED","USD",0.2722807,"false"
"2023-05-08","AED","USD",0.2722348,"false"
"2023-05-09","AED","USD",0.2722496,"false"
"2023-05-10","AED","USD",0.2722422,"false"
"2023-05-11","AED","USD",0.2722348,"false"
"2023-05-12","AED","USD",0.272283,"false"
"2023-05-13","AED","USD",0.2722496,"false"
"2023-05-14","AED","USD",0.272283,"false"
"2023-05-15","AED","USD",0.2722348,"false"
"2023-05-16","AED","USD",0.2722496,"false"
"2023-05-17","AED","USD",0.2722496,"false"
"2023-05-18","AED","USD",0.2722718,"false"
"2023-05-19","AED","USD",0.2722348,"false"
"2023-05-21","AED","USD",0.2722778,"false"
"2023-05-22","AED","USD",0.2722422,"false"
"2023-05-23","AED","USD",0.2722348,"false"
"2023-05-24","AED","USD",0.2722422,"false"
"2023-05-25","AED","USD",0.2722422,"false"
"2023-05-26","AED","USD",0.2722422,"false"
"2023-05-28","AED","USD",0.2722422,"false"
"2023-05-29","AED","USD",0.2722051,"false"
"2023-05-30","AED","USD",0.2721903,"false"
"2023-05-31","AED","USD",0.2721903,"false"
"2023-06-01","AED","USD",0.2721755,"false"
"2023-06-02","AED","USD",0.2721903,"false"
"2023-06-04","AED","USD",0.2722192,"false"
"2023-06-05","AED","USD",0.2721903,"false"
"2023-06-06","AED","USD",0.2721903,"false"
"2023-06-07","AED","USD",0.2721829,"false"
"2023-06-08","AED","USD",0.2721903,"false"
"2023-06-09","AED","USD",0.2721829,"false"
"2023-06-11","AED","USD",0.2722214,"false"
"2023-06-12","AED","USD",0.2721903,"false"
"2023-06-13","AED","USD",0.2721903,"false"
"2023-06-14","AED","USD",0.2721977,"false"
"2023-06-15","AED","USD",0.2721903,"false"
"2023-06-16","AED","USD",0.2722259,"false"
"2023-06-18","AED","USD",0.2721903,"false"
"2023-06-19","AED","USD",0.2721903,"false"
"2023-06-20","AED","USD",0.2721903,"false"
"2023-06-22","AED","USD",0.2721903,"false"
"2023-06-23","AED","USD",0.2721903,"false"
"2023-06-25","AED","USD",0.272217,"false"
"2023-06-26","AED","USD",0.2721755,"false"
"2023-06-27","AED","USD",0.2721755,"false"
"2023-06-28","AED","USD",0.2721903,"false"
"2023-06-29","AED","USD",0.2721829,"false"
"2023-06-30","AED","USD",0.272217,"false"
"2023-07-02","AED","USD",0.272217,"false"
"2023-07-03","AED","USD",0.2721977,"false"
"2023-07-04","AED","USD",0.2721755,"false"
"2023-07-05","AED","USD",0.2721977,"false"
"2023-07-06","AED","USD",0.2721903,"false"
"2023-07-07","AED","USD",0.2721903,"false"
"2023-07-09","AED","USD",0.2722162,"false"
"2023-07-10","AED","USD",0.2721755,"false"
"2023-07-11","AED","USD",0.2721903,"false"
"2023-07-12","AED","USD",0.27222,"false"
"2023-07-13","AED","USD",0.2721755,"false"
"2023-07-14","AED","USD",0.2721755,"false"
"2023-07-16","AED","USD",0.272214,"false"
"2023-07-17","AED","USD",0.2721977,"false"
"2023-07-18","AED","USD",0.2721829,"false"
"2023-07-19","AED","USD",0.2721755,"false"
"2023-07-20","AED","USD",0.2721755,"false"
"2023-07-21","AED","USD",0.2721903,"false"
"2023-07-23","AED","USD",0.272217,"false"
"2023-07-24","AED","USD",0.2721903,"false"
"2023-07-25","AED","USD",0.2721903,"false"
"2023-07-26","AED","USD",0.2721903,"false"
"2023-07-27","AED","USD",0.2721829,"false"
"2023-07-28","AED","USD",0.2721755,"false"
"2023-07-30","AED","USD",0.272217,"false"
"2023-07-31","AED","USD",0.2721755,"false"
"2023-08-01","AED","USD",0.2721829,"false"
"2023-08-02","AED","USD",0.2721829,"false"
"2023-08-03","AED","USD",0.2721829,"false"
"2023-08-04","AED","USD",0.2722162,"false"
"2023-08-05","AED","USD",0.2721829,"false"
"2023-08-06","AED","USD",0.2721829,"false"
"2023-08-07","AED","USD",0.2721829,"false"
"2023-08-08","AED","USD",0.2721829,"false"
"2023-08-09","AED","USD",0.2721829,"false"
"2023-08-10","AED","USD",0.2721829,"false"
"2023-08-11","AED","USD",0.2722162,"false"
"2023-08-12","AED","USD",0.2721829,"false"
"2023-08-13","AED","USD",0.2721829,"false"
"2023-08-14","AED","USD",0.2721829,"false"
"2023-08-15","AED","USD",0.2721829,"false"
"2023-08-16","AED","USD",0.2721829,"false"
"2023-08-17","AED","USD",0.2722496,"false"
"2023-08-18","AED","USD",0.2722496,"false"
"2023-08-19","AED","USD",0.2721829,"false"
"2023-08-20","AED","USD",0.2721829,"false"
"2023-08-21","AED","USD",0.2721829,"false"
"2023-08-22","AED","USD",0.2721829,"false"
"2023-08-23","AED","USD",0.2721829,"false"
"2023-08-24","AED","USD",0.2721829,"false"
"2023-08-25","AED","USD",0.2722162,"false"
"2023-08-26","AED","USD",0.2721829,"false"
"2023-08-27","AED","USD",0.2722162,"false"
"2023-08-28","AED","USD",0.2721829,"false"
"2023-08-29","AED","USD",0.2721829,"false"
"2023-08-30","AED","USD",0.2721829,"false"
"2023-08-31","AED","USD",0.2721829,"false"
"2023-09-01","AED","USD",0.272212543554007,"false"
"2023-09-03","AED","USD",0.272212543554007,"false"
"2023-09-04","AED","USD",0.272182906913446,"false"
"2023-09-05","AED","USD",0.272249598431842,"false"
"2023-09-06","AED","USD",0.272175498761601,"false"
"2023-09-07","AED","USD",0.272249598431842,"false"
"2023-09-08","AED","USD",0.272249598431842,"false"
"2023-09-10","AED","USD",0.272214025555453,"false"
"2023-09-11","AED","USD",0.272175498761601,"false"
"2023-09-12","AED","USD",0.272175498761601,"false"
"2023-09-13","AED","USD",0.272249598431842,"false"
"2023-09-14","AED","USD",0.272182906913446,"false"
"2023-09-15","AED","USD",0.272220694761657,"false"
"2023-09-16","AED","USD",0.272182906913446,"false"
"2023-09-17","AED","USD",0.272220694761657,"false"
"2023-09-18","AED","USD",0.272190315468576,"false"
"2023-09-19","AED","USD",0.272190315468576,"false"
"2023-09-20","AED","USD",0.272182906913446,"false"
"2023-09-21","AED","USD",0.272182906913446,"false"
"2023-09-22","AED","USD",0.272242186649243,"false"
"2023-09-23","AED","USD",0.272182906913446,"false"
"2023-09-24","AED","USD",0.272228105374055,"false"
"2023-09-25","AED","USD",0.272182906913446,"false"
"2023-09-26","AED","USD",0.272182906913446,"false"
"2023-09-27","AED","USD",0.272182906913446,"false"
"2023-09-28","AED","USD",0.272182906913446,"false"
"2023-09-29","AED","USD",0.272216248587878,"false"
"2023-09-30","AED","USD",0.272182906913446,"false"
"2023-10-01","AED","USD",0.272216248587878,"false"
"2023-10-02","AED","USD",0.272182906913446,"false"
"2023-10-03","AED","USD",0.272182906913446,"false"
"2023-10-04","AED","USD",0.272182906913446,"false"
"2023-10-05","AED","USD",0.272182906913446,"false"
"2023-10-06","AED","USD",0.272182906913446,"false"
"2023-10-08","AED","USD",0.272216989606755,"false"
"2023-10-09","AED","USD",0.272182906913446,"false"
"2023-10-10","AED","USD",0.272175498761601,"false"
"2023-10-11","AED","USD",0.272182906913446,"false"
"2023-10-12","AED","USD",0.272182906913446,"false"
"2023-10-13","AED","USD",0.272217730629667,"false"
"2023-10-14","AED","USD",0.272182906913446,"false"
"2023-10-15","AED","USD",0.272217730629667,"false"
"2023-10-16","AED","USD",0.272182906913446,"false"
"2023-10-17","AED","USD",0.272216248587878,"false"
"2023-10-18","AED","USD",0.272182906913446,"false"
"2023-10-19","AED","USD",0.272182906913446,"false"
"2023-10-20","AED","USD",0.272218471656613,"false"
"2023-10-22","AED","USD",0.272218471656613,"false"
"2023-10-23","AED","USD",0.272182906913446,"false"
"2023-10-24","AED","USD",0.272182906913446,"false"
"2023-10-25","AED","USD",0.272182906913446,"false"
"2023-10-26","AED","USD",0.272182906913446,"false"
"2023-10-27","AED","USD",0.272249598431842,"false"
"2023-10-28","AED","USD",0.272182906913446,"false"
"2023-10-29","AED","USD",0.272222176851859,"false"
"2023-10-30","AED","USD",0.272182906913446,"false"
"2023-10-31","AED","USD",0.272182906913446,"false"
"2023-11-01","AED","USD",0.272182906913446,"false"
"2023-11-02","AED","USD",0.272182906913446,"false"
"2023-11-03","AED","USD",0.272182906913446,"false"
"2023-11-05","AED","USD",0.272222176851859,"false"
"2023-11-06","AED","USD",0.272182906913446,"false"
"2023-11-07","AED","USD",0.272182906913446,"false"
"2023-11-08","AED","USD",0.272182906913446,"false"
"2023-11-09","AED","USD",0.272182906913446,"false"
"2023-11-10","AED","USD",0.272222917903012,"false"
"2023-11-11","AED","USD",0.272182906913446,"false"
"2023-11-12","AED","USD",0.272222917903012,"false"
"2023-11-13","AED","USD",0.272182906913446,"false"
"2023-11-14","AED","USD",0.272182906913446,"false"
"2023-11-15","AED","USD",0.272182906913446,"false"
"2023-11-16","AED","USD",0.272182906913446,"false"
"2023-11-17","AED","USD",0.272228846457486,"false"
"2023-11-18","AED","USD",0.272182906913446,"false"
"2023-11-19","AED","USD",0.272228846457486,"false"
"2023-11-20","AED","USD",0.272182906913446,"false"
"2023-11-21","AED","USD",0.272190315468576,"false"
"2023-11-22","AED","USD",0.272197724427024,"false"
"2023-11-23","AED","USD",0.272205133788823,"false"
"2023-11-24","AED","USD",0.272260716862468,"false"
"2023-11-25","AED","USD",0.272205133788823,"false"
"2023-11-26","AED","USD",0.272260716862468,"false"
"2023-11-27","AED","USD",0.272205133788823,"false"
"2023-11-28","AED","USD",0.272227364294659,"false"
"2023-11-29","AED","USD",0.272227364294659,"false"
"2023-11-30","AED","USD",0.272227364294659,"false"
"2023-12-01","AED","USD",0.272294077603812,"false"
"2023-12-02","AED","USD",0.272227364294659,"false"
"2023-12-03","AED","USD",0.272227364294659,"false"
"2023-12-04","AED","USD",0.272227364294659,"false"
"2023-12-05","AED","USD",0.272227364294659,"false"
"2023-12-06","AED","USD",0.272219953722608,"false"
